"Gene","HR","p.value"
"LRRC4B",0.934,0.273902403597614
"SLC44A3",0.918,0.273994681882728
"AMBRA1",0.842,0.274024704104669
"SOCS7",0.918,0.27403110262602
"ZBTB47",0.886,0.27428636096001
"P2RX6",0.94,0.274298971374641
"AIDA",1.191,0.274310934509404
"IFIH1",1.093,0.274520584443622
"SEC23IP",1.196,0.274547054847351
"PSENEN",1.112,0.274788276160517
"MSI1",0.965,0.274867644249366
"ANKRD20A4",0.899,0.274926010151353
"SNX6",1.12,0.274936029738329
"CACNG8",1.203,0.275128244975238
"C1orf9",1.168,0.275149477927049
"PRR5.ARHGAP8",0.942,0.27516494125644
"LILRA6",0.947,0.275166232300291
"MOCOS",1.074,0.275188543703426
"DIMT1L",1.176,0.27520918833039
"FLJ25758",1.298,0.275246780285481
"FAM160B2",0.888,0.275253444673274
"CCL28",0.953,0.275480082754123
"C1orf61",1.032,0.275630823367262
"NEURL4",0.883,0.275795191081097
"NCRNA00032",0.787,0.275865802720878
"R3HCC1",0.856,0.275918447522483
"KDM5A",1.166,0.275941452099754
"TMIGD2",0.938,0.275951465296993
"SCT",1.055,0.275955203226823
"ALDH16A1",1.137,0.275961060671496
"FAM116A",0.818,0.275970442678743
"LOC678655",0.902,0.275972520577475
"STARD4",1.092,0.275984450794959
"RNF216",1.188,0.276105326497771
"VPS33B",1.222,0.276126708428131
"MITF",0.923,0.276189987798868
"C9orf80",0.856,0.27620372206473
"BDH1",0.919,0.276207675035229
"STARD8",0.924,0.27622783360418
"MOBKL3",1.169,0.276269922369464
"DBT",0.854,0.276311700397606
"CDC42BPG",0.92,0.276554447383024
"PDLIM4",0.949,0.276578422949947
"DEPDC6",0.928,0.276921007026074
"GYG1",1.145,0.27694401772429
"DAP",0.882,0.277099796608942
"RGMB",0.892,0.277109080985873
"JUNB",1.099,0.277137396969887
"CETN4P",0.902,0.277337868260553
"TCL6",0.954,0.277581742390594
"LOC407835",1.135,0.277625944965997
"C2orf67",0.87,0.277651574455393
"LOC100130987",0.913,0.277659984498214
"ZNF711",0.948,0.277663555604515
"GDE1",0.877,0.277827084604406
"C3orf54",0.914,0.27792119410517
"NOX5",1.045,0.277966631620831
"SLC35F1",1.063,0.277979447327809
"RXRA",0.88,0.278182198782611
"METAP2",1.184,0.278255904879666
"ZBTB7B",1.157,0.278308960069395
"C17orf39",0.847,0.278358627110191
"PTPN21",1.091,0.278407095365861
"PLCXD2",1.078,0.278419352660978
"NKX3.2",1.047,0.278424899480722
"WDR93",0.944,0.278521250192293
"MTNR1A",0.942,0.278763504694494
"STAT6",0.862,0.278777277712274
"FAM126A",1.075,0.278808295563486
"PRPF40B",0.909,0.278844538029688
"RABGGTA",0.843,0.278885665200449
"CSPG5",0.951,0.279016061034223
"THUMPD1",0.828,0.279032246912642
"IQCF6",0.739,0.279051462221116
"CCL22",0.95,0.279153748857046
"NFU1",1.153,0.279257608695453
"G6PC2",0.867,0.279291330441638
"FLJ40852",0.926,0.279530055875021
"C7orf52",1.061,0.279568811023887
"PNPLA4",0.912,0.279686268829677
"COL16A1",0.933,0.279741353348999
"KCTD4",1.096,0.279810177386554
"IDO1",0.957,0.279969081726758
"ANKRD22",1.047,0.280071662813026
"KCNIP3",0.945,0.280122736459284
"CAST",1.148,0.280140718708054
"LOC646214",1.155,0.2802000400987
"CCL5",0.943,0.280367873351601
"RABEP1",0.813,0.280391389193658
"MRPS18C",1.181,0.280454754899138
"PBX2",0.856,0.280456750852701
"ZNF200",1.187,0.280489712648568
"CEP78",1.141,0.280512018562612
"KIAA0174",0.795,0.280577023398524
"LGALS9C",1.059,0.280618932789059
"CAMK4",0.936,0.280668166824922
"CHMP2B",1.169,0.280720992592335
"RAB43",0.888,0.280906841385139
"DCXR",0.907,0.280920178217131
"PHACTR4",0.836,0.280999370692171
"PART1",0.966,0.281003894391026
"CALHM2",0.908,0.281004061652616
"MCF2",1.049,0.281318276483014
"LOC100192426",1.125,0.281422124961025
"LRRC20",0.895,0.281492666419833
"FASTKD2",1.224,0.281554968113898
"ACTRT1",1.237,0.281630965884541
"RD3",0.917,0.281707649173174
"LOC440173",1.037,0.281812226112768
"PWP2",1.174,0.281857777970535
"SYNPR",0.909,0.281892786544479
"CXCL14",0.973,0.281903030057963
"XKR8",0.849,0.282044824402555
"CASP2",1.166,0.282068393374473
"THBS4",0.967,0.282070108998527
"COL25A1",0.975,0.282145618309517
"CREM",1.119,0.282182986738822
"CD209",0.95,0.282291244204483
"DACT1",1.063,0.282341259341219
"ARPC2",1.199,0.282420702103791
"C20orf103",0.951,0.282638151504504
"BAG3",1.14,0.282642769563845
"CA6",0.94,0.282650133298168
"XAB2",0.862,0.282675555958335
"C20orf203",0.915,0.282785035867816
"FDXR",0.903,0.282859815228417
"XRRA1",0.87,0.282972410131363
"MC2R",0.918,0.283083785443763
"HMGCR",1.138,0.283173061068162
"C10orf54",0.908,0.28322036282904
"EHF",0.942,0.283559949717009
"GPR113",0.91,0.283605822404426
"ISYNA1",0.927,0.283688813198268
"LOC729375",0.913,0.283829335601301
"BRIX1",1.119,0.283879443264967
"KIAA0232",0.879,0.283910784215556
"TBC1D22B",0.822,0.284026958248756
"OR2A25",0.828,0.284053248239742
"ALDOB",0.961,0.284126616328513
"B4GALNT2",1.028,0.284268268822112
"CD248",1.081,0.284286837726526
"IFRD2",1.162,0.284355820292099
"FBXO36",1.101,0.284471530485102
"TREML3",1.048,0.284616140017788
"ZNF642",0.878,0.284667441779612
"C7orf60",0.884,0.284785522511477
"ZNF32",0.891,0.284800339305115
"ADRM1",1.151,0.284951672332465
"NBL1",1.074,0.28501763922607
"GK",0.928,0.28503322523151
"B3GNTL1",1.118,0.285173413308065
"PKD2",0.895,0.285208110723943
"PISD",0.847,0.285213242772531
"C17orf60",0.942,0.285276597461172
"HACE1",0.89,0.285383049383487
"ZC3HC1",1.182,0.285412963205989
"BCS1L",1.176,0.285606906610136
"SCARNA7",0.912,0.285680880598174
"RPAP1",1.154,0.285841867516433
"EEPD1",1.091,0.285856823056683
"FLJ13224",0.901,0.285859605365583
"C8orf38",0.901,0.285865289082673
"C5orf62",0.924,0.285868306142764
"SUMO1P1",0.91,0.285981955539397
"GOLPH3",0.864,0.286042462765819
"EPCAM",0.901,0.286076430073695
"PACRG",0.959,0.286127083207797
"ZDHHC4",1.175,0.286225340759643
"DDI2",0.922,0.286239383795109
"MAP3K6",0.903,0.286256947513702
"CEND1",0.935,0.286279988340518
"TGFB2",1.052,0.286316185965763
"YEATS2",1.13,0.286480097910243
"HEXA",0.882,0.286488164100384
"EMR2",1.066,0.286576187122815
"CLVS1",1.061,0.286733091949604
"GALNT8",0.914,0.286799908975238
"STEAP3",0.936,0.286808483476061
"NUTF2",1.141,0.286901287714418
"MDC1",0.891,0.286951847363118
"BAI2",1.053,0.286955584894367
"PPAPDC2",0.871,0.286962201527725
"PPAPDC3",0.927,0.28710659282695
"WNT1",0.928,0.287114550067
"BOLA2",1.109,0.287163445296454
"SLU7",0.849,0.287224734546713
"FZD2",0.939,0.287315756520026
"TFF3",0.973,0.28746953594653
"NEIL2",0.894,0.287678503541688
"KLHL2",1.132,0.287706494369392
"ZFP161",0.796,0.287713394228546
"DGKD",0.909,0.287772743133928
"SPON2",1.061,0.287838586397882
"THAP4",1.175,0.287920598326001
"TXNDC6",0.947,0.287925638196145
"SGTA",1.2,0.288132734039227
"C9orf44",0.913,0.288171002444054
"ZDHHC14",1.089,0.288172698047295
"LYRM2",0.844,0.288177430220148
"RNASEH2B",0.862,0.28819663194974
"NRG3",0.937,0.288241401310859
"PAPPA2",0.955,0.288386083843621
"CCNY",0.844,0.288422402319655
"ADAT3",1.088,0.288451616213129
"COX7B2",0.958,0.288565207144141
"C4orf49",0.942,0.288639519342191
"FGD1",1.083,0.288744076108987
"DUSP27",0.94,0.288791331940508
"HRC",0.944,0.288912932442297
"LILRP2",0.948,0.288942830134464
"CDC42BPA",1.078,0.289066605798558
"IMPA2",0.929,0.289093721620906
"SEMA3G",0.934,0.289187685508984
"PARD3",1.122,0.289193199121457
"JKAMP",1.198,0.289256275404495
"C7orf43",0.885,0.289266233807499
"BCHE",0.954,0.289389631583534
"ATPAF2",0.856,0.28943206129102
"DEC1",1.199,0.289490932052329
"NTSR2",0.902,0.289492741334113
"HBEGF",1.068,0.289499088137489
"PCSK6",1.053,0.289503991256849
"CHRNB1",0.912,0.28975144504408
"POLL",0.836,0.289760934622971
"ZNF584",0.878,0.289954082504118
"UNC119",0.849,0.29004829259523
"CT45A3",0.95,0.290241332705403
"SRGN",1.069,0.290260446802271
"EGR1",0.943,0.290262140910194
"PCDHB3",1.061,0.290277527672945
"ARNT",0.849,0.290305572760964
"MAN1A2",1.114,0.290357791339639
"PTK2",0.859,0.290433009430583
"MCFD2",1.165,0.290706013340281
"CDH3",1.044,0.290716191371511
"PDC",1.143,0.290812224427292
"HIST1H2BG",1.04,0.290817144733396
"C13orf33",1.052,0.29086642073737
"OGFOD2",0.882,0.290889777209545
"CRK",1.176,0.29093719288975
"TMEM86B",1.09,0.29108491869
"HPDL",1.049,0.291141218918271
"SLC1A5",1.131,0.291350198961197
"TSGA14",1.137,0.2914932493896
"HINT1",1.119,0.291522922929021
"GABRQ",1.061,0.291543518621917
"CLTCL1",1.073,0.291543698669146
"ALMS1",0.891,0.291572633338848
"FBXL5",0.859,0.291577090178649
"REEP4",1.154,0.291713850612212
"TMEM200B",1.06,0.291772167785363
"FRAS1",0.955,0.291975386625791
"CCDC6",1.144,0.29202329973957
"DKFZP586I1420",0.888,0.292109499110561
"RNASE7",1.054,0.29212078531425
"ITGA1",1.08,0.292173469609432
"RTKN",1.14,0.29221452526842
"ZNF292",0.875,0.292312744955651
"DFFA",0.835,0.292321038588187
"LYSMD1",0.893,0.292347522457684
"SCAMP5",0.927,0.292525579126262
"MATN1",0.91,0.292547665026327
"TEX2",0.853,0.292595865506548
"ATP5F1",1.161,0.292605886869566
"IL32",1.073,0.29261325499127
"LGI2",0.953,0.292658911092203
"ASRGL1",1.05,0.292770277232677
"CRELD2",0.898,0.292777430083695
"IFNA21",0.704,0.292798919666736
"SLC30A9",0.843,0.292916609034756
"GRASP",0.929,0.292919069689142
"PRDM14",0.716,0.292961444274941
"C11orf53",0.962,0.293010477024321
"NDUFAF4",1.137,0.293285990964275
"ZNF461",0.903,0.293303285499214
"YIPF2",0.874,0.293333909053173
"DKFZp761E198",1.167,0.293425743439418
"GBP5",0.951,0.293523249741827
"MOGS",0.833,0.293571719159233
"PLA2G2C",0.811,0.293599539703642
"DNTT",1.157,0.293648719836862
"PCDHA12",1.04,0.293676097099976
"GRINL1A",1.165,0.29380036781265
"NUP155",1.097,0.293845624201903
"C7orf44",1.136,0.293849085266863
"C5orf51",0.867,0.293864827234124
"ZNF529",0.889,0.293884622125159
"C6orf81",1.066,0.293893857824547
"LGALS1",1.067,0.293917182869027
"CHSY1",1.117,0.293918118095352
"MAPK8IP2",0.958,0.293999454133512
"C20orf152",0.91,0.294072027560586
"MAST4",0.934,0.294130552539349
"H1FNT",0.887,0.294180449245966
"PMFBP1",0.935,0.294229378020704
"THAP5",0.858,0.294307653711135
"GEMIN4",1.16,0.294386544814165
"HSD3B7",1.102,0.294495200880117
"TTC27",1.177,0.294543889784907
"ANKRD37",1.077,0.294565753353418
"GABARAPL3",1.097,0.294847038796644
"LOC91149",0.863,0.294875987029571
"MKKS",1.152,0.294942467698985
"SLC15A3",0.931,0.295151566927449
"CDK12",1.151,0.295163231450327
"TIGD5",1.107,0.295281222356102
"INSL5",1.236,0.295296720162633
"STOML3",0.969,0.295344307304026
"C16orf55",0.892,0.295473549368388
"COMMD7",0.864,0.295515451607892
"ST6GALNAC3",1.07,0.295562982449605
"FLJ36000",1.071,0.295672441410913
"RFTN2",0.927,0.295686779872808
"AMN",1.037,0.295710726642586
"SLC13A2",0.972,0.295780204714103
"CLSTN1",1.135,0.295935213325983
"ARHGEF33",0.952,0.296207346254997
"GRK7",1.11,0.29622652060141
"VLDLR",0.932,0.296244248669517
"SLC6A12",0.948,0.296255601728005
"NLRP4",0.941,0.296257302286842
"GUCY1A2",0.934,0.296393226696225
"C19orf56",0.853,0.296400964423071
"C2orf89",0.95,0.296427808322194
"ASTN2",0.921,0.296433109549502
"RUNX2",0.922,0.296447651596479
"MEIG1",0.934,0.296508308892483
"EDDM3A",0.885,0.296548204093347
"RPS6KC1",1.167,0.296605014231615
"EFCAB4A",0.941,0.296656766070792
"HHIPL1",1.067,0.296742476269322
"SHMT2",1.107,0.2967584184726
"GLYCTK",0.918,0.296781965480113
"C6orf150",1.083,0.296821233421226
"ZNF264",0.879,0.296967475985489
"EIF2AK4",1.176,0.296988852504043
"CYP4F2",1.078,0.29707057693454
"DCAF8",0.844,0.297471078890309
"CSNK1G3",1.179,0.297492761735699
"FGFBP2",0.944,0.297648598128762
"GOLGA6C",1.339,0.297731841360987
"PKHD1",1.035,0.298059409230098
"ANKS4B",1.027,0.298172806546575
"F13B",1.213,0.298208768174096
"TDGF1",0.952,0.298227610497053
"TTC8",1.152,0.298330450478545
"PPP2R3C",0.89,0.29837244624201
"TERC",0.902,0.29859295416598
"DIO2",1.044,0.298692591099404
"ASGR2",1.058,0.298713416685719
"ATP13A1",0.862,0.298837697742985
"KCNS1",0.964,0.298869169575535
"SPATA9",0.913,0.298938553285547
"C19orf35",0.929,0.298984502466461
"CPN2",0.93,0.298986006503315
"HTRA2",0.842,0.298990048109483
"KIR2DS4",0.945,0.29900707253459
"SNX10",1.071,0.2990264142652
"NFXL1",1.133,0.299072636037985
"APOBEC2",0.953,0.299140194178894
"DUPD1",0.699,0.299220775579203
"FAM153C",0.91,0.299324763545038
"CYP2C8",0.95,0.299468424046657
"AATK",0.957,0.299507084339285
"NSUN3",0.849,0.299606535419293
"CSRP2",1.082,0.299619978855087
"RBPJ",0.856,0.29967933672127
"JUN",0.921,0.29970730392466
"ZNF525",1.128,0.299786562445067
"FLJ44054",1.128,0.299901785560944
"ZFAND6",1.165,0.299991965228506
"DYRK2",1.108,0.300130294960052
"CSRNP2",0.862,0.300136388419372
"LOXL4",0.952,0.300192214093561
"PRMT2",0.841,0.300212730609085
"AFG3L1",0.918,0.300306795499818
"PYY2",1.069,0.300466671643216
"SETD7",1.123,0.300496082470059
"AADAT",0.944,0.300514428148935
"TSSK6",0.906,0.300517273740734
"PAX8",1.047,0.30052308123433
"PPP4R2",1.133,0.300527349132784
"NBPF9",0.921,0.30066842085699
"FAM19A5",0.953,0.300688508154547
"RECK",0.922,0.300723176259521
"CXorf64",0.95,0.300740848874514
"CASC4",1.157,0.300941006898068
"GET4",1.123,0.301034077285697
"LOC728190",0.886,0.301043489967481
"DSC3",1.031,0.301087637219927
"ARMCX2",0.918,0.301117989977978
"LOC388428",0.81,0.301121542448944
"TMEM143",1.141,0.301203893720613
"PRPS2",1.133,0.301259887334112
"GCSH",1.062,0.301294465202702
"MYL9",0.924,0.301544491747979
"ZFP37",0.937,0.301559837773099
"ARHGAP28",0.936,0.301635516680685
"LDLR",1.079,0.301727692904172
"RPS6KB2",0.868,0.301861947922096
"TMED10P1",1.157,0.301937275190106
"USP13",1.097,0.301960426016935
"UBE2D2",1.219,0.302049288526025
"ELF4",1.106,0.302123063867981
"AKR1B15",1.027,0.302276275835072
"CCDC116",0.927,0.302370937706861
"ZNF16",0.856,0.302525967048877
"CASP4",1.105,0.302555169046413
"TMC4",0.92,0.302624706419196
"RPL38",1.114,0.302630601441993
"TDRD7",1.142,0.302634858199097
"PDXP",0.877,0.302654760623357
"ITLN1",0.963,0.302701897082464
"C10orf119",1.185,0.302848493319726
"CD14",0.938,0.302861695696127
"OMA1",0.867,0.302910321116423
"NUMB",1.221,0.302930982230512
"TLL1",0.945,0.302933791578137
"CLK2",0.878,0.303014962330047
"CCDC122",1.091,0.303112956707436
"PIP",0.972,0.303129796055418
"HBS1L",1.163,0.303146221150895
"ZNF668",1.161,0.303153992615587
"SLC4A9",0.902,0.303278256093753
"RBBP5",1.161,0.303337725717752
"TRIP11",1.142,0.303353855167839
"FAM109A",1.133,0.30337737365686
"LYPD4",1.082,0.303422605850225
"USP22",1.143,0.303459818396188
"TMEM204",0.92,0.303539172027018
"RAE1",1.151,0.303574879900774
"SNORA24",1.245,0.303804917452402
"RASGRP1",0.938,0.303863964963364
"ABHD2",1.079,0.303869688207385
"C3orf52",0.911,0.303943656462701
"MYO18B",0.96,0.304017101170682
"HOXB13",1.024,0.304227099140534
"RNF13",0.859,0.304234949831968
"POLE",1.096,0.304245492294581
"XKR3",1.105,0.304345660441474
"MBP",0.91,0.304726215551032
"PHGDH",1.047,0.304825520481481
"MAFG",1.117,0.304937425698134
"SERINC2",1.09,0.305091300199204
"WBP2",0.846,0.305122914072714
"C1orf204",0.929,0.305233270059171
"GNA13",1.153,0.305342863166541
"HIST1H4F",1.341,0.305369234482168
"BAX",0.863,0.305404970511454
"FBXO41",0.937,0.305431070786295
"WASF2",1.149,0.30562791366371
"PRSS37",0.841,0.305834249811339
"EEF1DP3",0.921,0.305858071623156
"PIGQ",0.899,0.305868382336676
"ANKS1A",0.884,0.30588200642413
"CBX8",0.892,0.305887498464782
"CDC42",0.847,0.305905447211378
"CBLN1",0.956,0.305954770644066
"ABHD15",1.167,0.305981287437988
"DPP9",1.139,0.306014372359542
"SERTAD1",1.101,0.306090101124921
"SUCNR1",0.956,0.306099409331296
"C6orf153",1.16,0.306173004214711
"ZFP91",1.182,0.306181968195207
"EXOSC3",1.149,0.306199032187961
"ADNP2",1.154,0.30623884470196
"GTF2IP1",0.853,0.306290076657428
"OPRL1",0.925,0.306312981178252
"SFRP2",1.037,0.306375446057589
"PGBD2",0.875,0.30651553843696
"SLC6A3",0.974,0.306522458270667
"DGAT2L6",1.229,0.306639564078463
"MICAL2",0.93,0.306699895703289
"PRR7",1.061,0.306742476232906
"MYH8",0.822,0.306769843992375
"LOC339674",1.06,0.306941769605587
"COX11",0.87,0.306954414494184
"KMO",0.938,0.30705500946738
"CHST14",1.17,0.307063500770745
"RAPGEF2",0.885,0.307072597498838
"MSMB",0.98,0.307163555461342
"ESRRB",0.928,0.307255758239095
"GRPEL2",1.163,0.30728131233167
"MIB1",1.135,0.307409199894961
"HIST1H2BL",1.078,0.307664725279607
"ZNF580",0.892,0.307781514815755
"CHD3",1.113,0.307790238634762
"MRPL14",0.905,0.307833629691331
"LOC144438",1.185,0.307838495062956
"PDP1",0.908,0.307993745170099
"LOC100130015",0.936,0.30802658815719
"ACVR1C",0.947,0.308061923253169
"SIX2",0.97,0.30817707656353
"TMEM70",0.895,0.308188121081094
"PIWIL4",1.076,0.308214415683804
"LIX1",0.936,0.308215392608468
"SHFM1",1.115,0.308294217965148
"LOC645752",0.906,0.308322503786676
"S100A7A",1.052,0.308439386705148
"TAS2R10",0.896,0.308493521418704
"APEX2",1.173,0.30856349004793
"CAPN8",0.966,0.308631199927358
"KILLIN",0.913,0.308631863049328
"MKL2",0.891,0.308701584967276
"CARD18",1.095,0.308773005523674
"C6orf142",0.929,0.308866062747949
"SLC2A12",0.942,0.309079603910115
"ATP6V0A2",0.851,0.309199814476345
"GTPBP1",1.173,0.309285961763091
"TM2D1",1.145,0.309426205799315
"SNAP91",0.953,0.309489482882515
"GRHL2",0.897,0.309496539771411
"IGSF21",0.957,0.309525635944571
"TIMP3",0.941,0.309562586219381
"RALGAPB",0.852,0.309700991549272
"RTP2",1.196,0.309740675853224
"MPHOSPH6",1.135,0.309844270198253
"MED23",0.862,0.30984774094758
"ANKHD1.EIF4EBP3",0.919,0.309867509962833
"KPTN",1.106,0.309927339746554
"DPPA4",0.907,0.30993334078463
"NCRNA00164",0.895,0.310139122052665
"STRA13",1.09,0.31017684306121
"PDE9A",0.946,0.31025268640291
"MIF4GD",0.878,0.310394616609001
"EPS8L1",1.067,0.310458996423346
"CDK11A",0.9,0.310465715656831
"BATF",0.934,0.310492281629162
"OR52I1",0.793,0.310509987803404
"RPS26P11",1.092,0.31052396545356
"CRTC2",0.839,0.310679230660059
"RNASE13",0.866,0.310752716718117
"SGK269",0.906,0.310757561100938
"MTVR2",0.862,0.31086338268371
"SLC38A5",0.941,0.31098677614831
"CEACAM6",0.967,0.310995708323047
"MMP15",0.929,0.311328488789882
"SLAMF8",0.943,0.311448668617323
"NUPL1",0.875,0.311496374272999
"CDRT15",1.38,0.311560272021528
"INTS2",1.144,0.311595411187478
"TOP1",1.146,0.311639202399126
"TDP1",1.092,0.31173971735069
"SAFB",1.181,0.31174660849472
"FAM200B",0.867,0.31179359516761
"LOC650368",0.898,0.311846612215339
"SH2D6",0.943,0.311868713346977
"CCDC103",0.923,0.311909206229928
"UBA5",1.205,0.311910666217033
"PDE1A",0.945,0.311927106097452
"NEDD8",1.145,0.311949859059122
"EFR3B",0.955,0.312045134070967
"ARFGEF1",0.885,0.312105976350215
"KIAA0947",0.884,0.312145848882603
"ANKFN1",0.962,0.312148590041726
"SDHAP2",0.925,0.312282206181235
"OR2A14",0.714,0.312295586339701
"IRAK4",0.865,0.312422951492948
"FAM69A",1.109,0.312430887014922
"EMD",0.847,0.312496914199034
"EIF2A",1.196,0.312513520242276
"CACNB2",1.064,0.31257275419414
"KRTAP5.6",0.743,0.312701735584519
"DOHH",1.117,0.312706994208673
"ASXL3",0.955,0.312833567642237
"LPIN3",0.922,0.312853097110073
"FAM110B",0.94,0.312941387748842
"DHX34",1.128,0.312941531238537
"ABR",0.893,0.313031086026867
"ERBB2",0.915,0.313072204607186
"GRK5",0.93,0.313117203738594
"PGM2L1",1.08,0.313133806401158
"STX2",0.906,0.313147614913162
"TMEM9",0.903,0.313154772123806
"GGT1",0.943,0.313158930143944
"CECR7",0.964,0.313306271298634
"C19orf22",1.15,0.313334657429035
"ANKRD54",0.865,0.313404260798681
"C10orf4",0.857,0.31345013825471
"TMEM145",1.042,0.313506123911093
"SYNJ2",1.094,0.313516730045631
"KIF5B",1.165,0.313536819309012
"SIAH1",0.83,0.313572152355841
"OXNAD1",0.854,0.313574331996926
"C10orf47",1.093,0.313605360952035
"DNAJC30",0.884,0.313678102655152
"LOC646762",1.093,0.313696742913545
"ZBBX",0.969,0.313699686528771
"CUL3",1.241,0.313707099040509
"CYP2C19",1.049,0.313789925211063
"RANBP9",0.855,0.31383204775645
"TSEN2",1.151,0.313887183212992
"SENP3",1.193,0.31389112797073
"PDPR",0.913,0.313895943905463
"DCHS2",0.958,0.313935606859165
"MMP11",1.037,0.313972467062214
"GUSB",0.884,0.314000943237441
"PLAC8",0.96,0.314050408388852
"C18orf25",0.851,0.314091054693619
"ZNF8",1.126,0.314227534113003
"FBXW8",0.863,0.31427504555071
"PRKAB2",1.111,0.314376401858712
"FYB",0.942,0.314419744240535
"SIRPB2",0.949,0.314601119663253
"MMP10",1.028,0.314652985965799
"ANAPC16",0.868,0.314671375521875
"KIF13B",1.077,0.314805704252476
"WAPAL",1.2,0.314811022402721
"SEMA3E",0.97,0.314850067949802
"N4BP2",1.079,0.31486425133749
"NRBF2",1.203,0.314870334784568
"GPR12",0.959,0.314877729375363
"LRRC40",1.138,0.314901423473952
"C8orf51",0.925,0.314950169680434
"AMPH",0.961,0.315084112230806
"TUBB8",0.929,0.315142380844241
"ZBTB16",0.967,0.315203366575181
"TMEM167A",1.163,0.315214884233871
"AACS",1.117,0.315289231374653
"BRF1",0.888,0.315443328870129
"SPTLC2",0.895,0.315486767345354
"RNF139",1.133,0.315591978231359
"CREB1",0.813,0.315664993166637
"PHACTR2",0.915,0.315732007660594
"APLN",1.051,0.315804208735403
"ABHD8",0.892,0.315834634357353
"TTLL4",1.14,0.316062581526051
"MRPL50",1.139,0.316130093319366
"TRIM25",1.121,0.316238281559863
"PGR",0.949,0.316494669209643
"LONRF1",0.888,0.31655237344379
"GABARAP",0.859,0.316596195856641
"TMCO2",0.805,0.316637528100968
"YTHDF3",1.166,0.316667782301815
"CRYBA2",1.049,0.316776384974703
"TTC26",0.904,0.316784134069333
"SORCS3",1.065,0.316854401965846
"SLC8A1",0.936,0.316859834366078
"BCAP31",1.16,0.316902364101028
"FKBP14",1.104,0.316946046856214
"C8G",1.054,0.316956130473505
"TF",0.975,0.316967067115453
"ACADL",0.967,0.317008628960269
"TRPV4",0.945,0.317125866449013
"MPP1",0.928,0.31716972024886
"ACOX3",0.887,0.317177586500701
"ATG4C",0.856,0.317201338748548
"LOC100009676",0.885,0.317254691566902
"GPA33",1.043,0.317257209504228
"IDH1",1.095,0.317257554775899
